screen_name,created_at,text
Kurizma,11/7/17 18:24,Need one for wagers w/ @Mimicology
DropDSoapGayBoy,11/7/17 18:24,"If so, YES NIGGA lmfao"
adidasUS,11/7/17 18:24,"Squad proud.Welcome to the family, @SPUAthletics.#teamadidas #StrutYourPride https://t.co/QQ9D8vqPTt"
JaysonL56,11/7/17 18:24,"LOL arguing with a gun nut, he puts out a 3 tweet reply about why im a libtard and then blocks me. Gun people love https://t.co/rTe4Yt1Jxo"
jdubs88,11/7/17 18:24,"DisneyFox merger is doomed. Merging 2 companies with such discordant world views usually doesnt end well. AOL/Time Warner, e.g."
tonyrey,11/7/17 18:24,Best coffee in NYC.  @ Penelope https://t.co/SeGaCrarx0
mslaura32587,11/7/17 18:24,@pgsween will there be tears shed listening to the Post Cowturd podcast I dont want to start crying on a packed E train tonight.
shinhh,11/7/17 18:24,"@syoon08       ,  ...   eater Nongs Khao Man Gai     .       .. "
tmj_nyc_art,11/7/17 18:24,"Can you recommend anyone for this #job Senior Art Director, Design  https://t.co/Cc0qtn5muq #Art #NewYork, NY #Hiring #CareerArc"
shawnblk,11/7/17 18:24,Only Trump would say a Vet is weak on Vets... Ok maybe not only him.. https://t.co/OIlptSRh9S
danahaviland,11/7/17 18:24,@ocmousetrap @ptothekizz I love that the tile here is like a honeycomb. That didnt escape my notice...
tiogamom1,11/7/17 18:24,@steph93065 @CarmineZozzora @carrieksada @ChristieC733 @crusher614 @Lrihendry @LVNancy @LeahR77 @SandraTXAS https://t.co/yNq7EZ1vCt
ScheuerJo,11/7/17 18:24,#Japan amp @UNDP help install water pumps in Kailahun district #SierraLeone freeing up more school time for students https://t.co/CDOl0U6sdp
freakaIika,11/7/17 18:24,@PLAYBOIRICO I have Apple Music I only purchase Beyonc albums bc she forces me
REEZOPALACIO,11/7/17 18:24,"Believe in your flyness, conquer your shyness. @ New York, New York https://t.co/XExSLdAlWI"
willian19911,11/7/17 18:24,Vou ver com o povo o que fazer vamos nesse final de semana.
Lynn54256037,11/7/17 18:24,NJ Get out on #ElectionDay and make sure this clown  doesnt get in  https://t.co/Zfmt9MRahu
BrittanyBeauty,11/7/17 18:24,"Go Uptown to Harlem, tell them that I sent ya  Juelz Santana #harlem #harlemnyc #harlemnewyork https://t.co/kmiKaKpQVt"
DrTanveerZamani,11/7/17 18:24,@ImranKhanPTI I hope mian nawaz sharif will not repeat why you out me out
BelfreeDahmer,11/7/17 18:24,#MOOD @ New York metropolitan area https://t.co/bQd9cxQ0eu
chancesdrummer,11/7/17 18:24,"okej, to teraz na powanie  czy kto, najlepiej z osb ktre mnie cho troch znaj, mog mi z czym pomc na dm to wane #tweetme"
JJRodV,11/7/17 18:24,"I dont know, Im still figuring this out and would love any resources. I just feel like US discourse on #race is limited by language"
louis_riehm,11/7/17 18:24,All Laws Have One Major Flaw They Need To Be Enforced By Competent People To Have Any Positive Effect #TuesdayThoughts
MegNFry,11/7/17 18:24,@Britny1315 @Z100NewYork @taylorswift13 Brit 
cyberbaye,11/7/17 18:24,Every time I stream an FMV game on Twitch I gain a whole bunch of followers. I dont get it.
HippieHooper,11/7/17 18:24,"Im at Eggs Travaganza  @etravaganza in New York, NY https://t.co/mmyjwsJr0o"
2random2predict,11/7/17 18:24,@loudjosi Lmfaoo I had 2 smh
tfhavel,11/7/17 18:24,See the #TrumpWatch here: https://t.co/BaWUw1EWGv #MAGA #MAGACoalition #BurnYourMAGAHat #WhenYouGonnaWakeUp
foryoudiane,11/7/17 18:24,yall work monday through friday cant relate
avaeats,11/7/17 18:24,another one for the collection #avaeats https://t.co/jtXlv2O4xD
TotalTrafficNYC,11/7/17 18:24,"Accident, two lanes blocked in #Brooklyn on Belt Pkwy EB approaching Cropsey Ave, stop and go traffic back to Bay 8th St, delay of 7 mins"
AnubhavKhanna8,11/7/17 18:24,@CaseyNeistat @JordanGalland Whats about to happen is the definition of going viral
hewyheff,11/7/17 18:24,Jet fuel https://t.co/APTJ5WOYMz
MrDanielavery,11/7/17 18:24,Whichever one is in front of me at the moment is the one I most want to see go to jail. https://t.co/NxZ7z2VoJl
yancycaballero,11/7/17 18:24,Its lit https://t.co/raOcS5H0WL
king_lou,11/7/17 18:24,Lou Reads is selling tshirts. Just in time for the holidays https://t.co/csh4lLbVXO Consider buying 5 today
MyFavePlaces,11/7/17 18:24,Favemarkets in  https://t.co/c2ZkSurHKc
amomthatsleeps,11/7/17 18:24,"@gennatay I hope not, because thats when I plan on publishing mine too. LOL Like I just cant publish it before "
tmj_NYS_health,11/7/17 18:24,"See our latest #Romulus, NY #job and click to apply: Speech Language Pathologist  https://t.co/gS1au3FArF #SLP #Hiring #CareerArc"
tmj_nyc_transp,11/7/17 18:24,"Were #hiring Read about our latest #job opening here: Class A CDL Owner Operator, Drop amp Hook, OTR Truck...  https://t.co/BP8Nz3RrQY"
FamilyTravelNYC,11/7/17 18:24,"school is closed shenanigans #nyckids @ New York, New York https://t.co/uLsWM9QLSR"
zackwhittaker,11/7/17 18:25,@BradyDale want some help
toesavelli,11/7/17 18:25,Always brings back cool memories. https://t.co/4KUmOJuqFT
davidgross_man,11/7/17 18:25,"@postprufrock me, eternally"
JohnPre170786,11/7/17 18:25,Free Satoshi Faucet https://t.co/nk5vkzXu3m  #freesatoshi
BeccaHope24,11/7/17 18:25,"Me on Election Day 2016: cool sticker, good vibesMe on Election Day 2017: Why the HELL am I wearing the same exac https://t.co/QTplOGOgTK"
jdubs88,11/7/17 18:25,"DisneyFox is doing the old The enemy of my enemy... deal, but eventually u wake up in same bed and realize u hate your partner. Bad juju."
MinsooKay,11/7/17 18:25, #YunaKim https://t.co/P5HXXfIkay
mowhakeem,11/7/17 18:25,I really called Giannis greatness yearssss ago yall should thank me
ShePrefersPbks,11/7/17 18:25,"The only reason I know what a constitutional convention is, is bc of @HamiltonMusical, so thanks @LinManuel https://t.co/b3rnDvPtVI"
RioDeLyro,11/7/17 18:25,"@omegazio Jesus Christ, your a child. So what if he studios arent working. Didnt they just say they looking to cr https://t.co/4pJl4F4iyG"
berddistheword,11/7/17 18:25,#HolidayIsHappening @WavemakerGlobal   https://t.co/5GY0N5ggiM
KerrryNeuman,11/7/17 18:25,Albany peeps avoid landlord Chris VanDoren. Hes a heartless weirdo that will find creative ways to take your 
joyce_jude,11/7/17 18:25,No thanks https://t.co/KKV3BURQNy
Patriot_M1A,11/7/17 18:25,@Tacticalreview Good Luck amp God Speed
BrooklynKayakCo,11/7/17 18:25,UHTK181 2 Seater  : Available in diff colors now at https://t.co/H2Q9Xrk7Xe https://t.co/LwWXlAoGGc
freakaIika,11/7/17 18:25,Everybody getting exposed. You niggas scum https://t.co/m7WzWuPFS7
MrKennyJimenez,11/7/17 18:25,"@coldgirlfeverr @Newsweek 2So we indulged her. Any idea why its like to be in NYC, home of some of the best pizza https://t.co/vSWfQTZNir"
abdonrd,11/7/17 18:25,@justinfagnani @robdodson @ggirard07 @polymer I would like to see an update soon on the polymerbuild to not need https://t.co/mjGtryyj0Y
samanthamisa,11/7/17 18:25,@Apple figure this shit out  Its getting soooo annoying
Brizzyc,11/7/17 18:25,"@mjfuhlhage No, but they are much, much smaller than they used to be. Tons of beats now completely uncovered."
ihslapg,11/7/17 18:25,#FallPD The Movie trailer @HanksSloan @IntlsNetwork https://t.co/rIbr38QNZ6
unseenfilms,11/7/17 18:25,"the 1st of our @DOCNYCfest shorts review capsules is upDRIVER IS RED, ADVERSARY,CATSKILLS,ampOH WHAT A BEAUTIFUL CITY https://t.co/Pl7QP3C5nL"
Fantasy_Dude,11/7/17 18:25,@MattFranchise just wanna compliment you and whoever is editing the #tradecalls #fantasyfootball segment legit entertaining and smart stuff
alexandraa_rodr,11/7/17 18:25,wow im surprised i didnt faint today
JJRodV,11/7/17 18:25,And that linguistic englishonly limitation makes it so multilingual racialized subjects arent included in #racial discourse
cemaxestrada,11/7/17 18:25,@TishJames @AngelaQueensNY1 I voted in Brooklyn already and got the MTA sticker pictured
mowhakeem,11/7/17 18:25,I called Devin Bookers greatness years ago to you welcome
_ashleyabuela,11/7/17 18:25,i hate when i decide to do a good deed and give money to homeless ppl and someone decides to tell me they gunna us https://t.co/Fd50BZcIfO
avaeats,11/7/17 18:25,mi baby  https://t.co/fbXF3P68Gi
JohnMRinaldi,11/7/17 18:25,"@PiperPerabo MANHATTAN, help STOP Prosecutorial Misconduct. DA MUST NOT enable ABUSERS. Write in @MarcForDA #Marc4DA. TY, Piper."
willian19911,11/7/17 18:25,Vou ver com o povo o que vamos fazer nesse fim de semana...
_NickyThomas,11/7/17 18:25,@EastSideGay Ooh girl ive already saved $1500 since may with that Im obsessed
ssshhhdani,11/7/17 18:25,@otrodaniel Todos empiezan con SPINNING MORNING  https://t.co/NrWW1q3mNw
ghostgarbage,11/7/17 18:25,me voting in 2016 vs 2017 i have crippling anxiety https://t.co/csqW7DaZaa
MIRApa_ya,11/7/17 18:25,My life is insane. I just be sitting here and reflecting like wow Mira you go bitch. YOU FUCKING GO
smackeddaniels_,11/7/17 18:25,A nigga bout his business  Rihanna on Lemon by N.E.R.D
Joshbal4,11/7/17 18:25,apple pay cash  awesome https://t.co/Lwe7BWnOMQ
ninepincider,11/7/17 18:25,Picking up the press from legendary cider maker Ethan WillsieThanks Willsie and the rest of the https://t.co/GWwd6IHygP
tmj_nyc_it,11/7/17 18:25,"Want to work at Robert Half Technology Were #hiring in #JerseyCity, NJ Click for details: https://t.co/3qUZXej7MT #IT #Job #Jobs"
jenforhoboken,11/7/17 18:25,A big Election Day hug with Sal Starace #temagiattino Vote #jenformayor #Hoboken Polls open until 8pm https://t.co/M0HY0V0Yar
mrossano6970,11/7/17 18:25, https://t.co/DkAmbnOxXD
kayberrios,11/7/17 18:25,@sashaazze @AintNoMatcha My idol https://t.co/XHnMpLOaAa
elizabethminkel,11/7/17 18:25,@TheLadylark came across what
CloeHakakian,11/7/17 18:25, King of NY  Painted on a 20x27 vintage map of NYC for fatfreeart Gallerys #Mapsters https://t.co/doewlxyMZE
Sbizzalkus,11/7/17 18:25,"So frustrated that its only been about a week that classes are open for Spring 18, and they are already full."
achangnyc,11/7/17 18:25,Could be any statehouse. Like New Yorks. Lets see if constituents want to retake control. #NYConCon https://t.co/nlsKeU1QwG
zackwhittaker,11/7/17 18:25,"@benwizner if this doesnt warrant impeachment, I dont know what will."
ScheuerJo,11/7/17 18:25,"Local gov. in #Guatemala amp @UNDP provide energy efficient, safe stoves w/ help from @theGEF to 20 schools in https://t.co/7v55O8uOU7"
ArtDirectorNY,11/7/17 18:25,JUST MAKE IT ILLEGAL amp DEMAND #MedicareForAll LOCK ANYONE UP WHO DISAGREES @SenJeffMerkley @SenSanders https://t.co/TcyIPIbfTW
ItsMeWandie,11/7/17 18:25,"Wow, Irish. You agedddddd. https://t.co/tvi119NqZA"
gioxsoto,11/7/17 18:25,talent isnt enough
NocturnalPulse,11/7/17 18:25,"Was trying to beat the rain but you know, incompetence is a dime a dozen these days "
johnpaulpagano,11/7/17 18:25,The basis for believing this myth is whites are 76.9% of the population. Of course most massshooters are white. So https://t.co/qtHDTuZrvt
Anthony27659125,11/7/17 18:25,ASUKA https://t.co/SKmcJ9XWAb
AlexaMauzyLewis,11/7/17 18:25,some days my internal monologue is just ahhhhhhhhhhhhhhhhhhhhh for like eight hours.
geekypeeples,11/7/17 18:25,Was so excited after play fair I decided to stay up all night and tile the bathroom. https://t.co/2QrlWKKpgq
BPandAmi,11/7/17 18:25,Shes a Mulligan  drop #Podcast #BPandAmi #BPandCo #BPandCompany @XorjeO @BlairPeyton https://t.co/dSQdPUf537
JJRodV,11/7/17 18:25,"So people know a LOT about #MLK, for example, who spoke about #race in English but less about #CesarChavez who spoke about race in Spanish"
akaf0rtycaliber,11/7/17 18:25,30 for 30: Nature Boy absofuckinlutely on the DVR.
willian19911,11/7/17 18:25,Minha vontade de ir fazer o 2 dia de ENEM  1.
deniroblack,11/7/17 18:25,Cant get caught with your feet up.. gotta keep your heat up. ..@deniroblack  ScarfHands https://t.co/x8WiyyOvl9
BeanieNYC86,11/7/17 18:26,@xESxLito https://t.co/lg1DM4RG4f
ItsMeWandie,11/7/17 18:26,Irish used to be the cutest one
Miyuko_junsei,11/7/17 18:26,#HowMySaturdayEnds whenever my birthday  is coming
CarloScagnelli,11/7/17 18:26,@crazytimes73 He doesnt. She knows her viewers wont read it and just take her word for it.
nycrapnews,11/7/17 18:26,Brooklyn Rapper #JayCritch Official CEO For TalkMoneyEntertainment  Get Ya Shit Stamped    https://t.co/sHGMJZtnJ7
MrDanielavery,11/7/17 18:26,"Interesting approach, from a legal perspective. https://t.co/0kCg47DBdH"
JohnPre170786,11/7/17 18:26,Free Satoshi Mining Software https://t.co/hbqyIA2MwL #freesatoshi
TonisBonilla,11/7/17 18:26,"@alexvega28 The goods were $70 and the change was $30, technically lost out on $100 and what was purchased with the hundred "
Cammacqueen,11/7/17 18:26,"Syria Plans to Join Paris Climate Agreement, Isolating U.S. https://t.co/WnQQDBr5Qo"
DropDSoapGayBoy,11/7/17 18:26,People really dont know how to argue with me lol they either bring emotions into it or they get upset amp wanna dismiss the whole discussion
_hatelynn,11/7/17 18:26,idk i just heard that you dont so i listened https://t.co/CZ9Q3P165B
JennyFromSea,11/7/17 18:26,@mearakim @NYTnickc And never got into WH as he put Kushners dad in jail. Lowest approval rate of any GOV.
AnjaliCshekar,11/7/17 18:26,https://t.co/KHRKn1t6KW
chancesdrummer,11/7/17 18:26,"@bebeflix co o shit to mega pno, dlaczego tak w ogle to co to za szkoa tak dokadniej jeli mog spyta w ogle"
OkThenJanet,11/7/17 18:26,Lazy selfie before I explore the big  #newyork https://t.co/zecMch3JOP
daisychainsz,11/7/17 18:26,never in all my years did i think wearing shoes with your fucking heels out of the actual shoe was a thing then i moved to greenwich village
amomthatsleeps,11/7/17 18:26,"Currently working and I feel like Im working with no real purpose. Soooo, I need an official PLAN for 2018 #sendhelp #bloggerproblems"
RioDeLyro,11/7/17 18:26,@omegazio You guys act like this is real and your invested Sony isnt giving you shit and MS is a much bigger compa https://t.co/rF6BAFjuL6
2random2predict,11/7/17 18:26,Lmfaoo to https://t.co/Hwi406wVnG
seterapia,11/7/17 18:26,Cat fights among #BigDaddyTrump ladies I wonder which one will come out on top https://t.co/3D8xgk6YF1
FrankieFatGold,11/7/17 18:26,tired on a podcast once again with my boo @UMFANG lol enjoy thanks @ninjatune  https://t.co/Wo8XS6OYWP
Claytonbaritone,11/7/17 18:26,Very sad https://t.co/07GQUOmaHY
GerardoAngulo6,11/7/17 18:26,@Putchista @alFranceschi PERDER PESO Y ESPERAR HACERLO EN UN PAR DE MESES SI PESAS 200 KILOS. ES ILOGICO.
TheRapfest,11/7/17 18:26,New Video Alert: @718Spank Drops the Visual To His Get Lost Single Today Check It Out HERE: https://t.co/oKRVwhL7fL
PlagueLovers,11/7/17 18:26,I cant wait to keep growing up to the age where I can finally land my dream job: Serene Kayaking Husband in high cholesterol commercials.
tmj_nyc_jobs,11/7/17 18:26,"Can you recommend anyone for this #job Software Engineer Java  https://t.co/Nh4x0IZJwE #NewYork, NY #Hiring #CareerArc"
JohnPre170786,11/7/17 18:26,Free Satoshis Giveaways https://t.co/Pym5M9PtxD #freesatoshi
avaeats,11/7/17 18:26,yea: sometimes i dont like talking to people  #avaeats https://t.co/CTmj4Bomhd
511NYC,11/7/17 18:26,Closure on #FultonStreet from William Street to Gold Street https://t.co/0fiPnIcjU7
511NY,11/7/17 18:26,Closure on #FultonStreet from William Street to Gold Street https://t.co/03BraDMN0A
casshollands,11/7/17 18:26,Lmfaooooo https://t.co/yiT0880WmC
richstanislaw,11/7/17 18:26,@GOP votes tomorrow. https://t.co/agDLZHKbVE
EmmaTheNeighbor,11/7/17 18:26,"If we could start calling the Texas gunman a terrorist thatll be a good start, no #TexasShooting #DomesticTerrorism #GunContolNow"
stfu_n_dance,11/7/17 18:26,"@Marlean21 Hahahaha, I need me a man who doesnt want kids."
Patriot_M1A,11/7/17 18:26,@RAMPAGENINE5 how many deaths per year are related to Psychotropic Drugs and Oxycotton amp the Like Big Pharma is th https://t.co/zOGPvk3BhZ
wearegltchbtch,11/7/17 18:26,"Weve got something new to share, were sticky now 4 stickers for $8https://t.co/33jElJgpNkThank you https://t.co/gRrHtCpQ3l"
Anthony27659125,11/7/17 18:26,Stephanie McMahon https://t.co/9ccOJvoW2X
songofsungs,11/7/17 18:26,"Favorite colors currently: pink, yellow, dark green"
ItsKatieLou,11/7/17 18:26,"Im at Chipotle Mexican Grill in New York, NY https://t.co/49Xm7ThSAT"
Lponti,11/7/17 18:26,@GarminFitness  what happened to GarminConnect that it wont recognize my Forerunner anymore 
JarrettNolan,11/7/17 18:26,"Did you @ St. Aloysius R.C. Church in Jersey City, NJ https://t.co/DSRA6Wzv5C"
amiraavee,11/7/17 18:26,Do something today that will take you one step closer to your goals/dreams
tmj_nyc_sales,11/7/17 18:26,"Can you recommend anyone for this #job Account Executive  Advertising  https://t.co/3jE4H9O7jh #Sales #NewYork, NY #Hiring #CareerArc"
_DaWhiteODB,11/7/17 18:26,just passed Carl Banks in Times Square
johnjhargrove,11/7/17 18:26,@jeffreyventre @grmchikn @TheOrcaProject @Sam10k @ilseorca @KimberlyVentre @JohnJettPhd Clear perjury. SeaWorld https://t.co/lTzhXyd8Dp
jcabral2106,11/7/17 18:26,New year ... New me
kaylahedwall,11/7/17 18:26,these election day memes are killing me 
tashihonnery,11/7/17 18:26,"Omg. #repost horrorwhore  #strangerthings #motivation #life #goodvibes @ New York, New York https://t.co/wXEkwjDrQS"
drmcopeland,11/7/17 18:26,We already miss these beautiful colors on Park Avenue #copelandskincare https://t.co/nKWrMOx6Po
twistersand,11/7/17 18:26,Im friends with mon mon mon
BelfreeDahmer,11/7/17 18:26,Theres 2 Types Of Niggas Predators amp PreyIm A Predator I Prey 3 Times A DayMan You Wants Said https://t.co/wizG1qxwH8
BrookeMarieee22,11/7/17 18:26,Hey... thanks for being my bff xoxo @ Gossip Girls https://t.co/FP25NG17Hz
RonaldEScott,11/7/17 18:27,"@realDonaldTrump Hey President FuckBoy, didnt you roll back Obamas restrictions limiting mentally ill to get guns #Trumpformassmurders"
JJRodV,11/7/17 18:27,And because they spoke different languages how those discourses manifest deployed distinctalbeit correlateracial categories
RUBBERSAX,11/7/17 18:27,ee34ooSv2tPlLvq0rAh6sXo+5bjssxoCBQ0JfwzCOTjQPkKrFpEAJbhA1M2ai8MO68fxtJaEhU2UPUgGM17cR7Q6BQvTog+CkwR9Z88pCpT99BqAhU6C7WAYVy/vRfY0j/4QZBYK
Ricardo_Paneque,11/7/17 18:27,Propane really the son of the year
titaniumwig,11/7/17 18:27,These places are incredibly beautiful. I want to write about the horrors of automation in a Swiss treehouse. Pick m https://t.co/FOrrqjQ0UN
Robert_Schiff1,11/7/17 18:27,Jimmy G to the Jets next year. We finally dethrone the Pats. The next Joe Namath. Both studs. Im such a delusional idiot.
MamoudouNDiaye,11/7/17 18:27,@OhNoSheTwitnt this gif is my internal thought process when someone doesnt realize their own hypocrisy every time
nweiss1002,11/7/17 18:27,"@AScamps23 @iamthebobkat @IslesWhiteSUV yes, it is better but the team has been giving up fewer goals without him a https://t.co/2zpzJ10XUE"
JohnMRinaldi,11/7/17 18:27,@NYDailyNews NYCSTOP Prosecutorial Misconduct. DA MUST NOT enable ABUSERS. Write in @MarcForDA #Marc4DA.
paulaamarieee,11/7/17 18:27,"You know its serious, when you gotta request the days off for Star Wars and Black Panther. "
forevabeyourmrs,11/7/17 18:27,$1 pizza for lunch so I can afford a nice dinner. 
jessepafundi,11/7/17 18:27,Shine. #film @ NorthSouth Lake https://t.co/6oBfQXOwvx
FullDarkPros,11/7/17 18:27, https://t.co/ihRaK8xMOr
NYULYP,11/7/17 18:27,4 more days to New York Urban Leagues HBCU Fair Get excited #hbcufair2017 #nyul #nyulyp https://t.co/Wu12zlO5WM
mslaura32587,11/7/17 18:27,@deesimsLA  https://t.co/9OdTO92opB
ScheuerJo,11/7/17 18:27,New meteorological stations in #Uzbekistan allow farmers to use resources efficientlyprotecting vital agrsector https://t.co/5lIRjAg8vh
chancesdrummer,11/7/17 18:27,"przysigam e zaraz ocipieje od tego wiecznego sprawdzania cen wszystkiego, rezerwowania na wszelki wypadek etc"
Kamali_Thompson,11/7/17 18:27,Brushing up on my doctor skills for my step 2 clinical exam on Friday  @ Nyu Langone the https://t.co/VrZHAfrJVQ
drmcopeland,11/7/17 18:27,Our Emerge Cream lifts and tightens without surgery Can you say #win #win  #copelandskincare https://t.co/bPfVQzpSdE
avaeats,11/7/17 18:27,"i wanna get tacos after work, but i gotta go vote  #avaeats"
jcabral2106,11/7/17 18:27,Todo tiene si final
MrDanielavery,11/7/17 18:27,Cant imagine he actually preps. https://t.co/mvmZY1pWLB
2random2predict,11/7/17 18:27,MOOD  #NYC https://t.co/tvj9TIR0b8
Bocchs,11/7/17 18:27,@GeoffBCampbell @zoeinthecities @dubjackharper @wpconnolly @LCTheater Its a play Come to #NYC to see it live https://t.co/uzlZo26PN1
511NY,11/7/17 18:27,Cleared: Construction on #M11Bus SB at Riverside Drive: W 144th Street
511NYC,11/7/17 18:27,Cleared: Construction on #M11Bus SB at Riverside Drive: W 144th Street
511nyNJ,11/7/17 18:27,Incident on #GardenStateParkway NB at North of Exit 12s  US 9 https://t.co/o0J9Xk82re
_ZIAYLA,11/7/17 18:27,September 18 https://t.co/f9bYNc6Bj5
511NY,11/7/17 18:27,Incident on #GardenStateParkway NB at North of Exit 12s  US 9 https://t.co/IccvEXMoJA
pekochel,11/7/17 18:27,@Shmuli #peopleway
MonicaCKlein,11/7/17 18:27,Greys Papaya pit stop https://t.co/OkrSaTL8v0
Ike_Saul,11/7/17 18:27,Remember that time @realDonaldTrump promised to ban all Muslims from entering the United States And then actually tried to do it
xPardonMyFrench,11/7/17 18:27,havent had dominos in years buuut shit is about to go down right now 
MIRApa_ya,11/7/17 18:27,My dad doesnt like him. https://t.co/MaYyBXT0gu
MrKennyJimenez,11/7/17 18:27,Are you okay being horrifically killed amp then being brought back to life when a storyline demands it #SuperheroApplicationQuestions
MarkHarrisNYC,11/7/17 18:27,Were all doing that Me on Election Day 2016 vs. Me on Election Day 2017 thing Okay. https://t.co/dcolCUeWIg
PipCummings,11/7/17 18:27,"If youre going to admit that stories matter, then it matters ... on the level of microscopic word choicehttps://t.co/bOAz6FpDRp"
waityouneedthis,11/7/17 18:27,In shouldertotoe sweaters because its finally feeling like fall Shop my @LOFT edit of cozy sweater pieces from https://t.co/FncYgucbW9
farbav,11/7/17 18:27,"Holiday Panini  @ Starbucks in New York, NY https://t.co/aUHq5DQuWG https://t.co/9hYCzTNmQO"
JennyFromSea,11/7/17 18:27,@AndrewTimoni @NYTnickc Hello He is a big boy. If he cannot handle the hear than why did he choose the job he did. She was civil.
Oktay_Pioneer,11/7/17 18:27,https://t.co/081zNJg46M
amiraavee,11/7/17 18:27,I am so excited for my showwww Its all coming together. Thank you Lordt
ksmalllls,11/7/17 18:27, https://t.co/4Nxyo3Rl2v
nweiss1002,11/7/17 18:27,@AScamps23 @iamthebobkat @IslesWhiteSUV which he isnt in Bridgeport i am ok with him being down their
Patriot_M1A,11/7/17 18:27,@EdoSoros @TeresaEdelglass RIP https://t.co/bP6pYYWqAt
jmcelvoy,11/7/17 18:27,"NY/NJ friends, dont forget to vote today  @ Norman Thomas HS https://t.co/sJRz5Pa0tS"
johnpaulpagano,11/7/17 18:27,The basis for believing this myth is whites are 76.9% of the population. Of course most massshooters are white. So https://t.co/hmmzN6sK0N
rlkautoke,11/7/17 18:27,Super delighted to see this and congratulations to @aakefu and team @aekatoa for driving this through #RuleofLaw  https://t.co/LPdfg4a2vt
mrossano6970,11/7/17 18:27,https://t.co/0rwnMJ6ekQ
ItsMeWandie,11/7/17 18:27,@MarkBLifeStyle That not a winter outfit lmaoooo
tupepinonyc,11/7/17 18:27,Conspiraciones sibilinas.  https://t.co/KgwUKwqFiS
cmkirkrn,11/7/17 18:27,@TallyAnnaE @usedtobgop What Trump meant was can happen anywhere in the United States. And he is correct for once.
consultingdr221,11/7/17 18:27,"Yall realize the guy who plays Lucas is 16, he can drive a car, Lucas Sinclair could be out there controlling 2 tons of metal What the Fuck"
MinsooKay,11/7/17 18:27,"@kimsongv ,      . "
tmj_nyc_acct,11/7/17 18:27,"Want to work in #NewYork, NY View our latest opening: https://t.co/waAgPrWNHu #Accounting #Job #Jobs #Hiring #CareerArc"
WeLoveDogsUSA,11/7/17 18:27,So sweet #Pitbull @SirPatStew @dreneehawkins @BertiandErnie @woodmontcyn @jzeverino  @ThomasF81 https://t.co/QK8g7SVbNj
JenningsBrower,11/7/17 18:27,I Feel Like FlyingThanks to k.magnusson for capturing this #BrowerRanger moment @ https://t.co/PNP9Uq3XuH
Jalapa918,11/7/17 18:27,Nice day of walking. https://t.co/VYj1XtMcTJ
crookrobbins,11/7/17 18:27,"She woke me up in a bodysuit, with a honey Backwood and a tall Essentia water "
Justin_Young_,11/7/17 18:27,This cold weather means work and COD until April
IvanVasiliev,11/7/17 18:27,"Im at Century 21 Department Store  @century21stores in New York, NY https://t.co/eAESr8drC8"
tmj_roc_cler,11/7/17 18:27,"Were #hiring Read about our latest #job opening here: Driver/Courier  https://t.co/ZmOqSzniib #Clerical #Rochester, NY #CareerArc"
tmj_nyc_retail,11/7/17 18:27,"Want to work at Abercrombie amp Fitch Were #hiring in #NewYork, NY Click for details: https://t.co/0AgI532ARF #Retail #Job #Jobs"
_ReekyRose,11/7/17 18:27,Heard These Niggas Sneak Dissin On The Low
OnondagaCC,11/7/17 18:27,Congrats to Abshir Yerow on winning the @NJCAA Cross Country National Championship #LazerNation @SyracuseSchools https://t.co/M2m2Xq38rB
Cormac_McCafe,11/7/17 18:27,me watching American elections in 2016 v me watching them in 2017 https://t.co/PrNFZnQ34G
achangnyc,11/7/17 18:28,...and the STATE you want #nyconcon https://t.co/bzTLFLt5sw
judgerules,11/7/17 18:28,Congrats to FSU for suspending all Greek life after pledge dies. Pls all colleges copy PSU had similar tragedy this year.  #Callousness
ironstowe,11/7/17 18:28,"@RobinBrenizer @MalcolmNance @AdamParkhomenko Yes cases, as in the cases of Manafort and Gates, they would be unsea https://t.co/2HCM6nPt2F"
AhmadJalal_1,11/7/17 18:28,"@DrAyeshaK @AsadUmar Ahh, Yaani.... modern 21st Century Baithak"
FaithBlackGirl,11/7/17 18:28,Happy Pub Day to the fabulous @darylwoodgerber for the fantastic A Deadly Eclair. For those who love a good mystery amp delicious French food
kevainD,11/7/17 18:28,Fall ready #KEVAIND #art #culture #money #fashion #style #streetstyle #puma  #portrait https://t.co/McEQuoVE8B
tobyleah,11/7/17 18:28,"Overheard between 2 kids in pizza shop: Wait, do you know what the mafia isThe whatArent you Italian I guess youre too young."
MrKennyJimenez,11/7/17 18:28,Are you allergic to spandex #SuperheroApplicationQuestions
ShePrefersPbks,11/7/17 18:28,"The only reason I know what a constitutional convention is, is bc of @HamiltonMusical, so thanks @LinManuel https://t.co/iS4GnM1lEw"
June81Goon,11/7/17 18:28,@bosclit18  https://t.co/XnE9PUrKQ5
fezziwig2008,11/7/17 18:28,@windhamkathryn Why tell us old data Thats Q2. Were hearing about Q3 today.
GoldingGirl617,11/7/17 18:28,"Just because youre in a place where someone will clean up afterwardswork, a restaurant, even a city parkdoesn https://t.co/W6PeJSGwPF"
JJRodV,11/7/17 18:28,"But because one is outside the dominant language #race is discussed, their analysis is seen as secondary, marginal, or not about race"
GiannaFusco13,11/7/17 18:28,i
Patriot_M1A,11/7/17 18:28,@BethanyJuno @DebraMMason1 RIP https://t.co/62PFk1dZtZ
ironstowe,11/7/17 18:28,@RobinBrenizer @MalcolmNance @AdamParkhomenko Or arrested
